at_index,sr_index,max_year,min_year,distance,class,at_year,sr_year
28,18,2016,2011,5.000478267878038,1,2016,2011
28,1,2016,2006,4.999995018860031,1,2016,2006
69,23,2017,2016,3.0,1,2016,2017
76,19,2018,2017,10.000000310953164,1,2018,2017
47,18,2015,2011,6.5000052920931335,1,2015,2011
13,14,2004,2004,1.0,0,2004,2004
41,2,2017,2014,2.0,1,2017,2014
48,12,2016,2015,2.0,1,2016,2015
2,15,2014,2013,5.499197946942842,1,2014,2013
13,16,2012,2004,3.2500001554765827,1,2004,2012
9,22,2016,2005,3.500154112916795,1,2005,2016
30,9,2014,2005,3.0,1,2014,2005
9,8,2013,2005,3.499994707906866,1,2005,2013
70,23,2017,2005,4.4999947079068665,1,2005,2017
26,6,2015,2008,7.5000003109531646,1,2015,2008
30,7,2014,2008,3.0,1,2014,2008
12,5,2015,2010,11.0,1,2015,2010
74,3,2020,2019,3.749997664897999,1,2019,2020
3,0,2020,2005,7.250236487892452,1,2020,2005
68,11,2018,2016,3.0,1,2018,2016
55,22,2016,2015,3.500154112916795,1,2015,2016
49,13,2016,2004,7.0,1,2016,2004
21,7,2020,2008,6.0000052920931335,1,2020,2008
31,15,2018,2013,6.0,1,2018,2013
30,2,2014,2014,3.0,1,2014,2014
12,15,2015,2013,5.499197946942842,1,2015,2013
22,7,2016,2008,6.5000052920931335,1,2016,2008
65,21,2020,2006,5.250002646046567,1,2006,2020
76,16,2018,2012,9.250000155476584,1,2018,2012
35,8,2013,2008,3.499994707906866,1,2008,2013
73,12,2019,2015,4.0,1,2019,2015
33,15,2018,2013,6.499197946942842,1,2018,2013
7,0,2008,2005,0.0,0,2008,2005
54,18,2015,2011,3.9998406126009662,1,2015,2011
47,19,2017,2015,7.0000003109531646,1,2015,2017
60,19,2017,2006,4.0000003109531646,1,2006,2017
55,7,2015,2008,4.000159405009929,1,2015,2008
46,22,2016,2015,1.0,0,2015,2016
72,13,2019,2004,7.0,1,2019,2004
34,15,2018,2013,7.0,1,2018,2013
36,19,2017,2015,2.000000310953165,1,2015,2017
4,3,2020,1996,4.250072075309829,1,1996,2020
76,14,2018,2004,6.5000052920931335,1,2018,2004
67,21,2020,2015,6.250002646046567,1,2015,2020
57,7,2015,2008,5.5000052920931335,1,2015,2008
68,14,2018,2004,1.0,0,2018,2004
39,11,2016,2013,4.0,1,2013,2016
44,19,2017,2015,7.499835631460997,1,2015,2017
60,10,2017,2006,5.5000003109531646,1,2006,2017
59,6,2015,2008,8.500000310953165,1,2015,2008
21,19,2020,2017,6.750077367411562,1,2020,2017
16,16,2012,2012,0.0,0,2012,2012
34,6,2018,2008,9.500000310953164,1,2018,2008
23,0,2017,2005,4.4999947079068665,1,2017,2005
9,5,2010,2005,4.4999947079068665,1,2005,2010
29,0,2015,2005,4.0,1,2015,2005
25,22,2016,2015,4.499835320507832,1,2015,2016
58,22,2016,2015,4.0,1,2015,2016
17,19,2017,2016,7.0000003109531646,1,2016,2017
30,15,2014,2013,2.0,1,2014,2013
69,6,2016,2008,8.500000310953165,1,2016,2008
12,6,2015,2008,6.999835631460997,1,2015,2008
57,14,2015,2004,4.5000052920931335,1,2015,2004
17,12,2016,2015,2.0,1,2016,2015
15,18,2013,2011,3.9998406126009662,1,2013,2011
41,10,2017,2017,3.999995018860031,1,2017,2017
38,7,2014,2008,6.5000052920931335,1,2014,2008
14,22,2016,2004,4.0,1,2004,2016
21,3,2020,2020,5.5000747213563965,1,2020,2020
71,8,2019,2013,7.0,1,2019,2013
64,20,2016,2006,9.250000155476584,1,2016,2006
28,6,2016,2008,6.5000003109531646,1,2016,2008
60,20,2006,2006,7.250000155476583,1,2006,2006
63,16,2016,2012,7.250000155476583,1,2016,2012
59,23,2017,2015,3.499994707906866,1,2015,2017
8,17,2016,2013,4.0,1,2013,2016
29,19,2017,2015,5.499995018860031,1,2015,2017
54,11,2016,2015,0.0,0,2015,2016
73,2,2019,2014,4.4999947079068665,1,2019,2014
54,22,2016,2015,0.0,0,2015,2016
40,23,2017,2017,2.0,1,2017,2017
7,19,2017,2008,3.499995018860031,1,2008,2017
1,20,2006,2006,3.749994863383448,1,2006,2006
66,3,2020,2015,5.749997664897999,1,2015,2020
6,13,2008,2004,0.4999947079068662,0,2008,2004
67,17,2016,2015,6.499835320507832,1,2015,2016
55,4,2015,1996,5.250000155476583,1,2015,1996
68,3,2020,2018,0.7499976648979989,0,2018,2020
14,1,2006,2004,2.500000310953165,1,2004,2006
57,2,2015,2014,8.0,1,2015,2014
30,5,2014,2010,4.4999947079068665,1,2014,2010
3,16,2020,2012,7.499917815730498,1,2020,2012
0,22,2016,2005,3.500154112916795,1,2005,2016
21,13,2020,2004,4.749917660253916,1,2020,2004
52,20,2018,2006,8.250000155476583,1,2018,2006
63,20,2016,2006,8.750473131261487,1,2016,2006
58,7,2015,2008,4.000159405009929,1,2015,2008
15,6,2013,2008,3.999995018860031,1,2013,2008
42,15,2016,2013,4.0,1,2016,2013
68,23,2018,2017,3.0,1,2018,2017
52,22,2018,2016,2.499994707906866,1,2018,2016
40,13,2017,2004,5.0,1,2017,2004
61,8,2013,2005,4.0,1,2005,2013
39,2,2014,2013,3.0,1,2013,2014
14,3,2020,2004,5.749997664897999,1,2004,2020
69,3,2020,2016,4.249992372804865,1,2016,2020
57,15,2015,2013,5.0,1,2015,2013
58,6,2015,2008,5.5000003109531646,1,2015,2008
65,22,2016,2006,4.499835320507832,1,2006,2016
62,4,2009,1996,4.749994863383449,1,2009,1996
34,4,2018,1996,9.250000155476584,1,2018,1996
12,4,2015,1996,4.250000155476583,1,2015,1996
6,9,2008,2005,0.4999947079068662,0,2008,2005
10,0,2017,2005,4.0,1,2017,2005
29,8,2015,2013,5.0,1,2015,2013
2,13,2014,2004,5.0,1,2014,2004
28,8,2016,2013,3.499994707906866,1,2016,2013
38,23,2017,2014,3.0,1,2014,2017
22,9,2016,2005,7.0,1,2016,2005
5,1,2010,2006,4.5000003109531646,1,2010,2006
63,15,2016,2013,4.0,1,2016,2013
8,20,2013,2006,6.250000155476583,1,2013,2006
19,12,2017,2015,4.0,1,2017,2015
15,0,2013,2005,5.500154112916794,1,2013,2005
37,2,2014,2006,6.499835320507832,1,2006,2014
5,0,2010,2005,6.0,1,2010,2005
66,9,2015,2005,0.4999947079068662,0,2015,2005
63,7,2016,2008,4.5000052920931335,1,2016,2008
75,2,2018,2014,5.0,1,2018,2014
74,12,2019,2015,4.4999947079068665,1,2019,2015
76,20,2018,2006,11.250000155476584,1,2018,2006
11,21,2020,2016,1.749997353953433,0,2016,2020
69,18,2016,2011,6.5000052920931335,1,2016,2011
20,4,2006,1996,5.499997509430015,1,2006,1996
2,18,2014,2011,5.999203239035976,1,2014,2011
5,10,2017,2010,5.5000003109531646,1,2010,2017
17,23,2017,2016,3.0,1,2016,2017
21,22,2020,2016,1.749997353953433,0,2020,2016
69,13,2016,2004,6.499197946942842,1,2016,2004
26,1,2015,2006,6.999835631460997,1,2015,2006
19,8,2017,2013,4.249997353953433,1,2017,2013
49,17,2016,2016,5.0,1,2016,2016
35,5,2010,2008,4.0,1,2008,2010
5,6,2010,2008,2.999995018860031,1,2010,2008
55,0,2015,2005,4.0,1,2015,2005
35,20,2008,2006,6.250000155476583,1,2008,2006
58,20,2015,2006,7.250000155476583,1,2015,2006
55,1,2015,2006,3.999995018860031,1,2015,2006
17,16,2016,2012,7.7504731312614865,1,2016,2012
53,20,2015,2006,6.250000155476583,1,2015,2006
72,9,2019,2005,7.0,1,2019,2005
60,12,2015,2006,5.500154112916794,1,2006,2015
53,18,2015,2011,3.0001594050099287,1,2015,2011
33,9,2018,2005,7.499197946942842,1,2018,2005
3,9,2020,2005,7.249598973471421,1,2020,2005
44,15,2015,2013,4.0,1,2015,2013
42,20,2016,2006,8.750473131261487,1,2016,2006
24,9,2005,2004,0.0,0,2004,2005
38,16,2014,2012,7.7504731312614865,1,2014,2012
26,21,2020,2015,3.2500026460465667,1,2015,2020
16,0,2012,2005,2.999994707906866,1,2012,2005
5,16,2012,2010,2.7499948633834483,1,2010,2012
41,23,2017,2017,1.499994707906866,0,2017,2017
20,16,2012,2006,3.999997509430016,1,2006,2012
14,0,2005,2004,2.499994707906866,1,2004,2005
17,11,2016,2016,4.0,1,2016,2016
19,11,2017,2016,3.5,1,2017,2016
14,7,2008,2004,2.500005292093134,1,2004,2008
6,20,2008,2006,5.749994863383449,1,2008,2006
70,7,2008,2005,2.500005292093134,1,2005,2008
6,3,2020,2008,3.249992372804865,1,2008,2020
69,19,2017,2016,8.000000310953165,1,2016,2017
54,5,2015,2010,6.500154112916794,1,2015,2010
61,15,2013,2005,1.749997353953433,0,2005,2013
46,12,2015,2015,1.499994707906866,0,2015,2015
11,16,2016,2012,6.250000155476583,1,2016,2012
54,15,2015,2013,2.0,1,2015,2013
12,2,2015,2014,2.0,1,2015,2014
25,18,2015,2011,5.5000052920931335,1,2015,2011
69,17,2016,2016,3.0,1,2016,2016
28,15,2016,2013,4.0,1,2016,2013
6,19,2017,2008,3.499995018860031,1,2008,2017
27,22,2016,2004,1.0,0,2004,2016
64,11,2016,2016,4.0,1,2016,2016
19,5,2017,2010,1.5,0,2017,2010
57,3,2020,2015,6.749997664897999,1,2015,2020
40,11,2017,2016,4.0,1,2017,2016
46,21,2020,2015,3.2500026460465667,1,2015,2020
15,23,2017,2013,7.0,1,2013,2017
14,5,2010,2004,3.0,1,2004,2010
18,13,2011,2004,3.0,1,2011,2004
70,1,2006,2005,0.5000003109531649,0,2005,2006
9,3,2020,2005,4.249992372804865,1,2005,2020
71,11,2019,2016,5.0,1,2019,2016
73,14,2019,2004,5.5000052920931335,1,2019,2004
32,10,2018,2017,5.5000003109531646,1,2018,2017
54,20,2015,2006,7.250000155476583,1,2015,2006
30,3,2020,2014,5.749997664897999,1,2014,2020
0,11,2016,2005,6.0,1,2005,2016
30,8,2014,2013,1.0,0,2014,2013
12,16,2015,2012,7.250000155476583,1,2015,2012
24,11,2016,2004,4.4999947079068665,1,2004,2016
76,18,2018,2011,6.999203239035976,1,2018,2011
41,15,2017,2013,3.0,1,2017,2013
4,14,2004,1996,0.7500026460465669,0,1996,2004
46,0,2015,2005,7.0,1,2015,2005
52,11,2018,2016,4.0,1,2018,2016
48,14,2016,2004,6.5000052920931335,1,2016,2004
3,20,2020,2006,10.750000155476584,1,2020,2006
19,20,2017,2006,3.7500001554765823,1,2017,2006
38,14,2014,2004,4.5000052920931335,1,2014,2004
76,10,2018,2017,5.5000003109531646,1,2018,2017
53,13,2015,2004,1.7499858849896293,0,2015,2004
47,12,2015,2015,1.499994707906866,0,2015,2015
1,5,2010,2006,3.499994707906866,1,2006,2010
7,3,2020,2008,3.749997664897999,1,2008,2020
25,0,2015,2005,4.4999947079068665,1,2015,2005
5,20,2010,2006,5.749994863383449,1,2010,2006
36,3,2020,2015,6.749997664897999,1,2015,2020
49,19,2017,2016,9.000000310953165,1,2016,2017
51,5,2018,2010,10.0,1,2018,2010
54,10,2017,2015,3.999995018860031,1,2015,2017
19,4,2017,1996,2.9999975094300155,1,2017,1996
31,23,2018,2017,4.4999947079068665,1,2018,2017
57,11,2016,2015,8.250465732330738,1,2015,2016
27,11,2016,2004,5.74998588498963,1,2004,2016
48,15,2016,2013,5.0,1,2016,2013
46,7,2015,2008,6.5000052920931335,1,2015,2008
16,6,2012,2008,5.249997664906598,1,2012,2008
31,5,2018,2010,10.0,1,2018,2010
18,22,2016,2011,5.500472975784904,1,2011,2016
69,1,2016,2006,7.5000003109531646,1,2016,2006
23,1,2017,2006,5.5000003109531646,1,2017,2006
53,5,2015,2010,4.0,1,2015,2010
65,9,2006,2005,1.499994707906866,0,2006,2005
67,19,2017,2015,2.499995018860031,1,2015,2017
46,20,2015,2006,10.250000155476584,1,2015,2006
73,3,2020,2019,3.249992372804865,1,2019,2020
13,15,2013,2004,3.4998353205078323,1,2004,2013
29,13,2015,2004,3.0,1,2015,2004
32,23,2018,2017,5.500154112916794,1,2018,2017
8,5,2013,2010,5.4999947079068665,1,2013,2010
29,22,2016,2015,3.500154112916795,1,2015,2016
22,11,2016,2016,4.0,1,2016,2016
31,10,2018,2017,4.5000003109531646,1,2018,2017
34,21,2020,2018,7.250002646046567,1,2018,2020
27,5,2010,2004,5.0,1,2004,2010
10,6,2017,2008,4.5000003109531646,1,2017,2008
6,6,2008,2008,0.0,0,2008,2008
44,5,2015,2010,10.0,1,2015,2010
0,21,2020,2005,4.250002646046567,1,2005,2020
40,12,2017,2015,3.0,1,2017,2015
72,3,2020,2019,3.749997664897999,1,2019,2020
2,1,2014,2006,4.5000003109531646,1,2014,2006
3,3,2020,2020,0.0,0,2020,2020
62,23,2017,2009,5.0,1,2009,2017
9,0,2005,2005,0.0,0,2005,2005
58,15,2015,2013,3.0,1,2015,2013
34,13,2018,2004,7.0,1,2018,2004
7,23,2017,2008,4.0,1,2008,2017
67,16,2015,2012,3.2500001554765827,1,2015,2012
56,23,2017,2015,7.0,1,2015,2017
8,3,2020,2013,4.749997664897999,1,2013,2020
71,2,2019,2014,5.0,1,2019,2014
35,14,2008,2004,0.0,0,2008,2004
76,13,2018,2004,7.0,1,2018,2004
65,17,2016,2006,5.0,1,2006,2016
24,15,2013,2004,2.0,1,2004,2013
29,10,2017,2015,5.999995018860031,1,2015,2017
41,1,2017,2006,4.5000003109531646,1,2017,2006
18,7,2011,2008,3.500005292093134,1,2011,2008
38,21,2020,2014,3.2500026460465667,1,2014,2020
43,3,2020,2015,5.250151777814793,1,2015,2020
2,7,2014,2008,4.5000052920931335,1,2014,2008
40,1,2017,2006,5.5000003109531646,1,2017,2006
31,6,2018,2008,8.500000310953165,1,2018,2008
65,5,2010,2006,6.0,1,2006,2010
2,4,2014,1996,3.749994863383449,1,2014,1996
42,9,2016,2005,4.0,1,2016,2005
27,20,2006,2004,3.2500001554765827,1,2004,2006
63,19,2017,2016,6.750175762336982,1,2016,2017
74,7,2019,2008,7.500005292093133,1,2019,2008
39,0,2013,2005,5.0,1,2013,2005
4,11,2016,1996,5.0,1,1996,2016
31,14,2018,2004,5.5000052920931335,1,2018,2004
2,9,2014,2005,4.0,1,2014,2005
24,22,2016,2004,0.4999947079068662,0,2004,2016
66,22,2016,2015,3.0,1,2015,2016
12,23,2017,2015,1.0,0,2015,2017
12,20,2015,2006,10.749198102419424,1,2015,2006
66,1,2015,2006,1.000004981157167,0,2015,2006
18,0,2011,2005,4.0,1,2011,2005
32,11,2018,2016,6.0,1,2018,2016
11,1,2016,2006,6.5000003109531646,1,2016,2006
44,11,2016,2015,3.0,1,2015,2016
42,13,2016,2004,4.499835320507832,1,2016,2004
64,23,2017,2016,2.0,1,2016,2017
58,21,2020,2015,5.250002646046567,1,2015,2020
35,12,2015,2008,3.499994707906866,1,2008,2015
45,6,2015,2008,8.00047328673807,1,2015,2008
23,8,2017,2013,1.0,0,2017,2013
22,17,2016,2016,6.499835320507832,1,2016,2016
67,8,2015,2013,6.0,1,2015,2013
31,9,2018,2005,7.0,1,2018,2005
52,8,2018,2013,4.0,1,2018,2013
44,22,2016,2015,2.0,1,2015,2016
40,14,2017,2004,5.5000052920931335,1,2017,2004
5,15,2013,2010,0.0,0,2010,2013
32,16,2018,2012,8.749198102419424,1,2018,2012
75,0,2018,2005,9.499197946942845,1,2018,2005
39,3,2020,2013,6.749997664897999,1,2013,2020
24,20,2006,2004,0.0,0,2004,2006
50,13,2015,2004,6.0,1,2015,2004
26,11,2016,2015,4.0,1,2015,2016
50,20,2015,2006,10.749198102419424,1,2015,2006
37,10,2017,2006,5.5000003109531646,1,2006,2017
67,11,2016,2015,6.500154112916794,1,2015,2016
58,18,2015,2011,5.5000052920931335,1,2015,2011
70,3,2020,2005,3.749997664897999,1,2005,2020
36,1,2015,2006,2.500000310953165,1,2015,2006
27,18,2011,2004,3.500005292093134,1,2004,2011
42,19,2017,2016,7.0000003109531646,1,2016,2017
64,14,2016,2004,5.5000052920931335,1,2016,2004
10,9,2017,2005,2.0,1,2017,2005
32,4,2018,1996,9.250000155476584,1,2018,1996
45,14,2015,2004,5.5000052920931335,1,2015,2004
46,16,2015,2012,7.250000155476583,1,2015,2012
33,7,2018,2008,7.500005292093133,1,2018,2008
36,10,2017,2015,6.5000003109531646,1,2015,2017
64,9,2016,2005,5.0,1,2016,2005
1,2,2014,2006,5.0,1,2006,2014
16,21,2020,2012,5.499601619517988,1,2012,2020
72,16,2019,2012,8.749198102419424,1,2019,2012
67,9,2015,2005,3.0,1,2015,2005
22,12,2016,2015,2.499994707906866,1,2016,2015
18,18,2011,2011,0.0,0,2011,2011
58,10,2017,2015,6.5000003109531646,1,2015,2017
73,22,2019,2016,7.0,1,2019,2016
33,0,2018,2005,9.499197946942845,1,2018,2005
38,4,2014,1996,6.750154268393377,1,2014,1996
8,14,2013,2004,2.500005292093134,1,2013,2004
50,21,2020,2015,3.2500026460465667,1,2015,2020
58,9,2015,2005,4.0,1,2015,2005
36,17,2016,2015,7.0,1,2015,2016
27,9,2005,2004,0.4999947079068662,0,2004,2005
48,7,2016,2008,7.500005292093133,1,2016,2008
23,22,2017,2016,1.499994707906866,0,2017,2016
26,8,2015,2013,3.749985884989629,1,2015,2013
52,5,2018,2010,9.499197946942845,1,2018,2010
70,2,2014,2005,4.4999947079068665,1,2005,2014
64,2,2016,2014,4.0,1,2016,2014
14,8,2013,2004,4.4999947079068665,1,2004,2013
2,12,2015,2014,0.0,0,2014,2015
21,20,2020,2006,8.750000155476583,1,2020,2006
33,1,2018,2006,8.00047328673807,1,2018,2006
9,20,2006,2005,3.749994863383448,1,2005,2006
65,11,2016,2006,6.500154112916794,1,2006,2016
9,13,2005,2004,1.0,0,2005,2004
9,6,2008,2005,1.999995018860031,0,2005,2008
16,14,2012,2004,1.2500026460465667,0,2012,2004
65,10,2017,2006,5.5000003109531646,1,2006,2017
4,16,2012,1996,2.4999975094300155,1,1996,2012
