anchor,positive,negative,pos_distance,neg_distance,distance_gap,margin
16,13,52,1.749997353953433,6.250000155476583,4.5000028015231495,4.5000028015231495
16,13,28,1.749997353953433,6.250000155476583,4.5000028015231495,4.5000028015231495
16,13,11,1.749997353953433,6.250000155476583,4.5000028015231495,4.5000028015231495
16,13,44,1.749997353953433,6.250000155476583,4.5000028015231495,4.5000028015231495
16,13,57,1.749997353953433,6.749835475984415,4.999838122030981,4.999838122030981
16,13,49,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,69,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,63,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,12,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,46,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,22,1.749997353953433,7.250000155476583,5.5000028015231495,5.5000028015231495
16,13,17,1.749997353953433,7.7504731312614865,6.000475777308053,6.000475777308053
16,13,38,1.749997353953433,7.7504731312614865,6.000475777308053,6.000475777308053
16,13,50,1.749997353953433,7.7504731312614865,6.000475777308053,6.000475777308053
16,13,40,1.749997353953433,8.250000155476583,6.5000028015231495,6.5000028015231495
16,13,39,1.749997353953433,8.250000155476583,6.5000028015231495,6.5000028015231495
16,13,26,1.749997353953433,8.250000155476583,6.5000028015231495,6.5000028015231495
16,13,59,1.749997353953433,8.250000155476583,6.5000028015231495,6.5000028015231495
16,13,32,1.749997353953433,8.749198102419424,6.999200748465991,6.999200748465991
16,13,72,1.749997353953433,8.749198102419424,6.999200748465991,6.999200748465991
16,13,75,1.749997353953433,8.749198102419424,6.999200748465991,6.999200748465991
16,13,76,1.749997353953433,9.250000155476584,7.500002801523151,7.500002801523151
16,13,34,1.749997353953433,9.250000155476584,7.500002801523151,7.500002801523151
16,13,33,1.749997353953433,9.250000155476584,7.500002801523151,7.500002801523151
38,22,17,1.499994707906866,3.0,1.500005292093134,1.500005292093134
38,22,14,1.499994707906866,4.5000052920931335,3.0000105841862674,3.0000105841862674
38,22,13,1.499994707906866,6.0,4.5000052920931335,4.5000052920931335
38,22,7,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
38,22,4,1.499994707906866,6.750154268393377,5.250159560486511,5.250159560486511
38,22,0,1.499994707906866,7.0,5.5000052920931335,5.5000052920931335
38,22,1,1.499994707906866,7.5000003109531646,6.000005603046299,6.000005603046299
38,22,10,1.499994707906866,7.5000003109531646,6.000005603046299,6.000005603046299
38,22,16,1.499994707906866,7.7504731312614865,6.25047842335462,6.25047842335462
38,22,6,1.499994707906866,8.00047328673807,6.500478578831203,6.500478578831203
38,22,19,1.499994707906866,8.50047328673807,7.000478578831203,7.000478578831203
38,22,5,1.499994707906866,10.0,8.500005292093133,8.500005292093133
38,22,20,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
4,13,5,0.5,2.2499998445234177,1.7499998445234177,1.7499998445234177
4,13,70,0.5,2.2500001554765823,1.7500001554765823,1.7500001554765823
4,13,18,0.5,3.000005292093133,2.500005292093133,2.500005292093133
4,13,23,0.5,3.2499973539534333,2.7499973539534333,2.7499973539534333
4,13,2,0.5,3.5,3.0,3.0
4,13,10,0.5,4.249997664906598,3.749997664906598,3.749997664906598
4,13,15,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,41,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,35,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,12,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,8,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,65,0.5,4.250000155476583,3.7500001554765827,3.7500001554765827
4,13,21,0.5,4.250002646046567,3.7500026460465667,3.7500026460465667
4,13,3,0.5,4.250072075309829,3.750072075309829,3.750072075309829
4,13,62,0.5,4.749994863383449,4.249994863383449,4.249994863383449
4,13,11,0.5,5.0,4.5,4.5
4,13,30,0.5,5.250000155476583,4.750000155476583,4.750000155476583
4,13,55,0.5,5.250000155476583,4.750000155476583,4.750000155476583
4,13,68,0.5,5.250000155476583,4.750000155476583,4.750000155476583
4,13,47,0.5,5.250000155476583,4.750000155476583,4.750000155476583
4,13,20,0.5,5.499997509430015,4.999997509430015,4.999997509430015
4,13,58,0.5,5.749994863383449,5.249994863383449,5.249994863383449
4,13,22,0.5,5.749994863383449,5.249994863383449,5.249994863383449
4,13,64,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,44,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,46,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,59,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,52,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,50,0.5,6.250000155476583,5.750000155476583,5.750000155476583
4,13,38,0.5,6.750154268393377,6.250154268393377,6.250154268393377
4,13,39,0.5,7.250000155476583,6.750000155476583,6.750000155476583
4,13,48,0.5,7.250000155476583,6.750000155476583,6.750000155476583
4,13,26,0.5,7.250000155476583,6.750000155476583,6.750000155476583
4,13,31,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,75,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,34,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,32,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,33,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,72,0.5,9.250000155476584,8.750000155476584,8.750000155476584
4,13,74,0.5,9.250000155476584,8.750000155476584,8.750000155476584
60,14,22,0.0,3.0,3.0,3.0
60,14,9,0.0,3.0,3.0,3.0
60,14,19,0.0,4.0000003109531646,4.0000003109531646,4.0000003109531646
60,14,21,0.0,4.750475621831471,4.750475621831471,4.750475621831471
60,14,12,0.0,5.500154112916794,5.500154112916794,5.500154112916794
60,14,17,0.0,6.499835320507832,6.499835320507832,6.499835320507832
60,14,20,0.0,7.250000155476583,7.250000155476583,7.250000155476583
23,12,68,1.0,3.0,2.0,2.0
23,12,38,1.0,3.0,2.0,2.0
23,12,17,1.0,3.0,2.0,2.0
23,12,44,1.0,3.0,2.0,2.0
23,12,48,1.0,3.0,2.0,2.0
23,12,28,1.0,3.0,2.0,2.0
23,12,49,1.0,3.0,2.0,2.0
23,12,3,1.0,3.249992372804865,2.249992372804865,2.249992372804865
23,12,4,1.0,3.2499973539534333,2.2499973539534333,2.2499973539534333
23,12,35,1.0,3.499994707906866,2.499994707906866,2.499994707906866
23,12,59,1.0,3.499994707906866,2.499994707906866,2.499994707906866
23,12,10,1.0,3.499994707906866,2.499994707906866,2.499994707906866
23,12,51,1.0,3.499994707906866,2.499994707906866,2.499994707906866
23,12,24,1.0,3.749985884989629,2.749985884989629,2.749985884989629
23,12,43,1.0,4.0,3.0,3.0
23,12,7,1.0,4.0,3.0,3.0
23,12,70,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
23,12,0,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
23,12,31,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
23,12,6,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
23,12,71,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
23,12,33,1.0,5.0,4.0,4.0
23,12,75,1.0,5.0,4.0,4.0
23,12,62,1.0,5.0,4.0,4.0
23,12,73,1.0,5.0,4.0,4.0
23,12,72,1.0,5.0,4.0,4.0
23,12,65,1.0,5.0,4.0,4.0
23,12,9,1.0,5.0,4.0,4.0
23,12,14,1.0,5.000478267878038,4.000478267878038,4.000478267878038
23,12,1,1.0,5.5000003109531646,4.5000003109531646,4.5000003109531646
23,12,37,1.0,5.500154112916794,4.500154112916794,4.500154112916794
23,12,32,1.0,5.500154112916794,4.500154112916794,4.500154112916794
23,12,66,1.0,5.500154112916794,4.500154112916794,4.500154112916794
23,12,13,1.0,5.500472975784904,4.500472975784904,4.500472975784904
23,12,16,1.0,5.750077056458397,4.750077056458397,4.750077056458397
23,12,25,1.0,6.0,5.0,5.0
23,12,67,1.0,7.0,6.0,6.0
23,12,15,1.0,7.0,6.0,6.0
23,12,56,1.0,7.0,6.0,6.0
23,12,36,1.0,7.0,6.0,6.0
23,12,20,1.0,8.0,7.0,7.0
23,12,18,1.0,8.0,7.0,7.0
23,12,57,1.0,8.0,7.0,7.0
45,22,17,1.499994707906866,4.0,2.500005292093134,2.500005292093134
45,22,3,1.499994707906866,5.250151777814793,3.7501570699079267,3.7501570699079267
45,22,15,1.499994707906866,5.499197946942842,3.999203239035976,3.999203239035976
45,22,14,1.499994707906866,5.5000052920931335,4.000010584186267,4.000010584186267
45,22,9,1.499994707906866,6.0,4.5000052920931335,4.5000052920931335
45,22,18,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
45,22,0,1.499994707906866,7.0,5.5000052920931335,5.5000052920931335
45,22,10,1.499994707906866,7.5000003109531646,6.000005603046299,6.000005603046299
45,22,6,1.499994707906866,8.00047328673807,6.500478578831203,6.500478578831203
45,22,19,1.499994707906866,8.50047328673807,7.000478578831203,7.000478578831203
45,22,5,1.499994707906866,10.0,8.500005292093133,8.500005292093133
7,6,8,0.0,2.499994707906866,2.499994707906866,2.499994707906866
7,6,14,0.0,2.500005292093134,2.500005292093134,2.500005292093134
7,6,70,0.0,2.500005292093134,2.500005292093134,2.500005292093134
7,6,65,0.0,2.500005292093134,2.500005292093134,2.500005292093134
7,6,4,0.0,2.7499948633834483,2.7499948633834483,2.7499948633834483
7,6,30,0.0,3.0,3.0,3.0
7,6,22,0.0,3.0,3.0,3.0
7,6,16,0.0,3.2500026460465667,3.2500026460465667,3.2500026460465667
7,6,12,0.0,3.499994707906866,3.499994707906866,3.499994707906866
7,6,19,0.0,3.499995018860031,3.499995018860031,3.499995018860031
7,6,18,0.0,3.500005292093134,3.500005292093134,3.500005292093134
7,6,3,0.0,3.749997664897999,3.749997664897999,3.749997664897999
7,6,23,0.0,4.0,4.0,4.0
7,6,55,0.0,4.000159405009929,4.000159405009929,4.000159405009929
7,6,58,0.0,4.000159405009929,4.000159405009929,4.000159405009929
7,6,63,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
7,6,2,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
7,6,28,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
7,6,36,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
7,6,42,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
7,6,67,0.0,4.999840612600966,4.999840612600966,4.999840612600966
7,6,57,0.0,5.5000052920931335,5.5000052920931335,5.5000052920931335
7,6,20,0.0,5.749994863383449,5.749994863383449,5.749994863383449
7,6,11,0.0,6.0,6.0,6.0
7,6,21,0.0,6.0000052920931335,6.0000052920931335,6.0000052920931335
7,6,17,0.0,6.000478267878038,6.000478267878038,6.000478267878038
7,6,38,0.0,6.5000052920931335,6.5000052920931335,6.5000052920931335
7,6,46,0.0,6.5000052920931335,6.5000052920931335,6.5000052920931335
7,6,75,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,69,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,76,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,32,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,74,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,33,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,48,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,72,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,31,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,34,0.0,7.500005292093133,7.500005292093133,7.500005292093133
7,6,43,0.0,7.500005292093133,7.500005292093133,7.500005292093133
47,12,14,1.499994707906866,4.5000052920931335,3.0000105841862674,3.0000105841862674
47,12,15,1.499994707906866,5.0,3.500005292093134,3.500005292093134
47,12,4,1.499994707906866,5.250000155476583,3.7500054475697167,3.7500054475697167
47,12,10,1.499994707906866,5.999995018860031,4.500000310953165,4.500000310953165
47,12,9,1.499994707906866,6.0,4.5000052920931335,4.5000052920931335
47,12,0,1.499994707906866,6.499835320507832,4.999840612600966,4.999840612600966
47,12,1,1.499994707906866,6.5000003109531646,5.000005603046299,5.000005603046299
47,12,18,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
47,12,19,1.499994707906866,7.0000003109531646,5.500005603046299,5.500005603046299
47,12,6,1.499994707906866,7.5000003109531646,6.000005603046299,6.000005603046299
47,12,5,1.499994707906866,10.0,8.500005292093133,8.500005292093133
47,12,20,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
47,22,14,1.499994707906866,4.5000052920931335,3.0000105841862674,3.0000105841862674
47,22,15,1.499994707906866,5.0,3.500005292093134,3.500005292093134
47,22,4,1.499994707906866,5.250000155476583,3.7500054475697167,3.7500054475697167
47,22,10,1.499994707906866,5.999995018860031,4.500000310953165,4.500000310953165
47,22,9,1.499994707906866,6.0,4.5000052920931335,4.5000052920931335
47,22,0,1.499994707906866,6.499835320507832,4.999840612600966,4.999840612600966
47,22,1,1.499994707906866,6.5000003109531646,5.000005603046299,5.000005603046299
47,22,18,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
47,22,19,1.499994707906866,7.0000003109531646,5.500005603046299,5.500005603046299
47,22,6,1.499994707906866,7.5000003109531646,6.000005603046299,6.000005603046299
47,22,5,1.499994707906866,10.0,8.500005292093133,8.500005292093133
47,22,20,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
39,21,0,1.2500026460465667,5.0,3.7499973539534333,3.7499973539534333
39,21,17,1.2500026460465667,5.0,3.7499973539534333,3.7499973539534333
39,21,18,1.2500026460465667,5.5000052920931335,4.250002646046567,4.250002646046567
39,21,10,1.2500026460465667,5.999995018860031,4.749992372813464,4.749992372813464
39,21,3,1.2500026460465667,6.749997664897999,5.499995018851433,5.499995018851433
39,21,4,1.2500026460465667,7.250000155476583,5.999997509430016,5.999997509430016
39,21,6,1.2500026460465667,7.5000003109531646,6.249997664906598,6.249997664906598
39,21,19,1.2500026460465667,8.000000310953165,6.749997664906599,6.749997664906599
39,21,16,1.2500026460465667,8.250000155476583,6.999997509430016,6.999997509430016
39,21,5,1.2500026460465667,10.0,8.749997353953432,8.749997353953432
69,22,17,1.0,3.0,2.0,2.0
69,22,3,1.0,4.249992372804865,3.249992372804865,3.249992372804865
69,22,15,1.0,6.0,5.0,5.0
69,22,13,1.0,6.499197946942842,5.499197946942842,5.499197946942842
69,22,18,1.0,6.5000052920931335,5.5000052920931335,5.5000052920931335
69,22,16,1.0,7.250000155476583,6.250000155476583,6.250000155476583
69,22,1,1.0,7.5000003109531646,6.5000003109531646,6.5000003109531646
69,22,7,1.0,7.500005292093133,6.500005292093133,6.500005292093133
69,22,19,1.0,8.000000310953165,7.000000310953165,7.000000310953165
69,22,0,1.0,8.499197946942843,7.499197946942843,7.499197946942843
69,22,6,1.0,8.500000310953165,7.500000310953165,7.500000310953165
69,22,5,1.0,11.0,10.0,10.0
69,12,17,1.0,3.0,2.0,2.0
69,12,3,1.0,4.249992372804865,3.249992372804865,3.249992372804865
69,12,15,1.0,6.0,5.0,5.0
69,12,13,1.0,6.499197946942842,5.499197946942842,5.499197946942842
69,12,18,1.0,6.5000052920931335,5.5000052920931335,5.5000052920931335
69,12,16,1.0,7.250000155476583,6.250000155476583,6.250000155476583
69,12,1,1.0,7.5000003109531646,6.5000003109531646,6.5000003109531646
69,12,7,1.0,7.500005292093133,6.500005292093133,6.500005292093133
69,12,19,1.0,8.000000310953165,7.000000310953165,7.000000310953165
69,12,0,1.0,8.499197946942843,7.499197946942843,7.499197946942843
69,12,6,1.0,8.500000310953165,7.500000310953165,7.500000310953165
69,12,5,1.0,11.0,10.0,10.0
64,21,15,1.2500026460465667,5.0,3.7499973539534333,3.7499973539534333
64,21,9,1.2500026460465667,5.0,3.7499973539534333,3.7499973539534333
64,21,14,1.2500026460465667,5.5000052920931335,4.250002646046567,4.250002646046567
64,21,4,1.2500026460465667,6.250000155476583,4.999997509430016,4.999997509430016
64,21,19,1.2500026460465667,7.499835631460997,6.2498329854144306,6.2498329854144306
64,21,6,1.2500026460465667,7.5000003109531646,6.249997664906598,6.249997664906598
64,21,20,1.2500026460465667,9.250000155476584,7.999997509430018,7.999997509430018
64,21,5,1.2500026460465667,10.0,8.749997353953432,8.749997353953432
51,3,23,1.749997664897999,3.499994707906866,1.7499970430088672,1.7499970430088672
51,3,11,1.749997664897999,5.0,3.250002335102001,3.250002335102001
51,3,22,1.749997664897999,5.0,3.250002335102001,3.250002335102001
51,3,18,1.749997664897999,5.5000052920931335,3.7500076271951346,3.7500076271951346
51,3,15,1.749997664897999,6.0,4.2500023351020015,4.2500023351020015
51,3,21,1.749997664897999,6.250002646046567,4.500004981148567,4.500004981148567
51,3,9,1.749997664897999,6.500472975784904,4.750475310886905,4.750475310886905
51,3,0,1.749997664897999,8.0,6.2500023351020015,6.2500023351020015
51,3,19,1.749997664897999,8.000000310953165,6.250002646055167,6.250002646055167
51,3,6,1.749997664897999,8.500000310953165,6.750002646055167,6.750002646055167
51,3,20,1.749997664897999,9.250000155476584,7.500002490578586,7.500002490578586
51,3,5,1.749997664897999,10.0,8.250002335102002,8.250002335102002
70,1,15,0.5000003109531649,2.500154112916795,2.00015380196363,2.00015380196363
70,1,20,0.5000003109531649,2.7499948633834483,2.2499945524302833,2.2499945524302833
70,1,3,0.5000003109531649,3.749997664897999,3.249997353944834,3.249997353944834
70,1,12,0.5000003109531649,4.0,3.499999689046835,3.499999689046835
70,1,23,0.5000003109531649,4.4999947079068665,3.9999943969537015,3.9999943969537015
70,1,2,0.5000003109531649,4.4999947079068665,3.9999943969537015,3.9999943969537015
70,1,5,0.5000003109531649,5.0,4.4999996890468354,4.4999996890468354
70,1,11,0.5000003109531649,5.0,4.4999996890468354,4.4999996890468354
70,14,15,1.0,2.500154112916795,1.5001541129167948,1.5001541129167948
70,14,20,1.0,2.7499948633834483,1.7499948633834483,1.7499948633834483
70,14,3,1.0,3.749997664897999,2.749997664897999,2.749997664897999
70,14,12,1.0,4.0,3.0,3.0
70,14,23,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
70,14,2,1.0,4.4999947079068665,3.4999947079068665,3.4999947079068665
70,14,5,1.0,5.0,4.0,4.0
70,14,11,1.0,5.0,4.0,4.0
63,21,8,1.2500026460465667,3.0,1.7499973539534333,1.7499973539534333
63,21,15,1.2500026460465667,4.0,2.7499973539534333,2.7499973539534333
63,21,9,1.2500026460465667,4.0,2.7499973539534333,2.7499973539534333
63,21,0,1.2500026460465667,4.0,2.7499973539534333,2.7499973539534333
63,21,13,1.2500026460465667,4.499835320507832,3.249832674461265,3.249832674461265
63,21,7,1.2500026460465667,4.5000052920931335,3.2500026460465667,3.2500026460465667
63,21,14,1.2500026460465667,4.5000052920931335,3.2500026460465667,3.2500026460465667
63,21,1,1.2500026460465667,4.999995018860031,3.7499923728134643,3.7499923728134643
63,21,18,1.2500026460465667,5.000478267878038,3.7504756218314714,3.7504756218314714
63,21,3,1.2500026460465667,5.250151777814793,4.000149131768226,4.000149131768226
63,21,10,1.2500026460465667,5.5000003109531646,4.249997664906598,4.249997664906598
63,21,19,1.2500026460465667,6.750175762336982,5.500173116290415,5.500173116290415
63,21,16,1.2500026460465667,7.250000155476583,5.999997509430016,5.999997509430016
63,21,20,1.2500026460465667,8.750473131261487,7.50047048521492,7.50047048521492
63,21,5,1.2500026460465667,9.499197946942845,8.249195300896279,8.249195300896279
20,24,13,0.0,2.2499973539534333,2.2499973539534333,2.2499973539534333
20,24,70,0.0,2.7499948633834483,2.7499948633834483,2.7499948633834483
20,24,27,0.0,3.2500001554765827,3.2500001554765827,3.2500001554765827
20,24,19,0.0,3.500000310953165,3.500000310953165,3.500000310953165
20,24,16,0.0,3.999997509430016,3.999997509430016,3.999997509430016
20,24,0,0.0,3.999997509430016,3.999997509430016,3.999997509430016
20,24,6,0.0,4.0000003109531646,4.0000003109531646,4.0000003109531646
20,24,66,0.0,4.250000155476583,4.250000155476583,4.250000155476583
20,24,18,0.0,4.5000052920931335,4.5000052920931335,4.5000052920931335
20,24,4,0.0,5.499997509430015,5.499997509430015,5.499997509430015
20,24,30,0.0,5.749994863383449,5.749994863383449,5.749994863383449
20,24,5,0.0,5.749994863383449,5.749994863383449,5.749994863383449
20,24,7,0.0,5.749994863383449,5.749994863383449,5.749994863383449
20,24,8,0.0,6.250000155476583,6.250000155476583,6.250000155476583
20,24,35,0.0,6.250000155476583,6.250000155476583,6.250000155476583
20,24,53,0.0,6.250000155476583,6.250000155476583,6.250000155476583
20,24,55,0.0,6.250000155476583,6.250000155476583,6.250000155476583
20,24,15,0.0,6.750154268393377,6.750154268393377,6.750154268393377
20,24,11,0.0,7.0,7.0,7.0
20,24,60,0.0,7.250000155476583,7.250000155476583,7.250000155476583
20,24,58,0.0,7.250000155476583,7.250000155476583,7.250000155476583
20,24,23,0.0,8.0,8.0,8.0
20,24,52,0.0,8.250000155476583,8.250000155476583,8.250000155476583
20,24,57,0.0,8.250000155476583,8.250000155476583,8.250000155476583
20,24,21,0.0,8.750000155476583,8.750000155476583,8.750000155476583
20,24,63,0.0,8.750473131261487,8.750473131261487,8.750473131261487
20,24,42,0.0,8.750473131261487,8.750473131261487,8.750473131261487
20,24,64,0.0,9.250000155476584,9.250000155476584,9.250000155476584
20,24,51,0.0,9.250000155476584,9.250000155476584,9.250000155476584
20,24,38,0.0,10.250000155476584,10.250000155476584,10.250000155476584
20,24,48,0.0,10.250000155476584,10.250000155476584,10.250000155476584
20,24,46,0.0,10.250000155476584,10.250000155476584,10.250000155476584
20,24,47,0.0,10.250000155476584,10.250000155476584,10.250000155476584
20,24,49,0.0,10.250000155476584,10.250000155476584,10.250000155476584
20,24,75,0.0,10.749198102419424,10.749198102419424,10.749198102419424
20,24,12,0.0,10.749198102419424,10.749198102419424,10.749198102419424
20,24,50,0.0,10.749198102419424,10.749198102419424,10.749198102419424
20,24,3,0.0,10.750000155476584,10.750000155476584,10.750000155476584
20,24,76,0.0,11.250000155476584,11.250000155476584,11.250000155476584
20,24,74,0.0,11.250000155476584,11.250000155476584,11.250000155476584
20,24,32,0.0,11.250000155476584,11.250000155476584,11.250000155476584
20,24,34,0.0,11.250000155476584,11.250000155476584,11.250000155476584
20,17,70,1.499994707906866,2.7499948633834483,1.2500001554765823,1.2500001554765823
20,17,27,1.499994707906866,3.2500001554765827,1.7500054475697167,1.7500054475697167
20,17,19,1.499994707906866,3.500000310953165,2.000005603046299,2.000005603046299
20,17,16,1.499994707906866,3.999997509430016,2.50000280152315,2.50000280152315
20,17,0,1.499994707906866,3.999997509430016,2.50000280152315,2.50000280152315
20,17,6,1.499994707906866,4.0000003109531646,2.5000056030462985,2.5000056030462985
20,17,66,1.499994707906866,4.250000155476583,2.7500054475697167,2.7500054475697167
20,17,18,1.499994707906866,4.5000052920931335,3.0000105841862674,3.0000105841862674
20,17,4,1.499994707906866,5.499997509430015,4.000002801523149,4.000002801523149
20,17,30,1.499994707906866,5.749994863383449,4.250000155476583,4.250000155476583
20,17,5,1.499994707906866,5.749994863383449,4.250000155476583,4.250000155476583
20,17,7,1.499994707906866,5.749994863383449,4.250000155476583,4.250000155476583
20,17,8,1.499994707906866,6.250000155476583,4.750005447569716,4.750005447569716
20,17,35,1.499994707906866,6.250000155476583,4.750005447569716,4.750005447569716
20,17,53,1.499994707906866,6.250000155476583,4.750005447569716,4.750005447569716
20,17,55,1.499994707906866,6.250000155476583,4.750005447569716,4.750005447569716
20,17,15,1.499994707906866,6.750154268393377,5.250159560486511,5.250159560486511
20,17,11,1.499994707906866,7.0,5.5000052920931335,5.5000052920931335
20,17,60,1.499994707906866,7.250000155476583,5.750005447569716,5.750005447569716
20,17,58,1.499994707906866,7.250000155476583,5.750005447569716,5.750005447569716
20,17,23,1.499994707906866,8.0,6.5000052920931335,6.5000052920931335
20,17,52,1.499994707906866,8.250000155476583,6.750005447569716,6.750005447569716
20,17,57,1.499994707906866,8.250000155476583,6.750005447569716,6.750005447569716
20,17,21,1.499994707906866,8.750000155476583,7.250005447569716,7.250005447569716
20,17,63,1.499994707906866,8.750473131261487,7.25047842335462,7.25047842335462
20,17,42,1.499994707906866,8.750473131261487,7.25047842335462,7.25047842335462
20,17,64,1.499994707906866,9.250000155476584,7.750005447569718,7.750005447569718
20,17,51,1.499994707906866,9.250000155476584,7.750005447569718,7.750005447569718
20,17,38,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
20,17,48,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
20,17,46,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
20,17,47,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
20,17,49,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
20,17,75,1.499994707906866,10.749198102419424,9.249203394512557,9.249203394512557
20,17,12,1.499994707906866,10.749198102419424,9.249203394512557,9.249203394512557
20,17,50,1.499994707906866,10.749198102419424,9.249203394512557,9.249203394512557
20,17,3,1.499994707906866,10.750000155476584,9.250005447569718,9.250005447569718
20,17,76,1.499994707906866,11.250000155476584,9.750005447569718,9.750005447569718
20,17,74,1.499994707906866,11.250000155476584,9.750005447569718,9.750005447569718
20,17,32,1.499994707906866,11.250000155476584,9.750005447569718,9.750005447569718
20,17,34,1.499994707906866,11.250000155476584,9.750005447569718,9.750005447569718
41,22,13,0.0,2.499994707906866,2.499994707906866,2.499994707906866
41,22,3,0.0,2.749997664897999,2.749997664897999,2.749997664897999
41,22,15,0.0,3.0,3.0,3.0
